CRN1,SUBJECT,COURSE_TITLE,PROF,MEET_DAYS,CLASS_TIME,ROOM,MAX_ENROLL,CURR_ENROLL,OPEN_SEATS,REQUIREMENT,NOTES
60552,THE 410-0,Collaboration in Theatre,Sutch M, M  W   ,0940 - 1140am,CUNN 100,8,0,8,VPRQ,"XP,PRQ,F"
60553,WRI 101-A,"Fake News, Real Science",Campbell M,  T  R  ,0245 - 0400pm, ,9,0,9,COMP,"W,1,O"
60554,WRI 101-B,Hair Habits and Styles,Cho H, M  W  F ,1050 - 1140am, ,9,0,9,COMP,"W,1,O"
60555,WRI 101-C,Astrobiology Life in Universe,Thompson K,  T  R  ,0815 - 0930am, ,9,0,9,COMP,"W,1,O"
60556,WRI 101-D,Writing China,Rigger S, M  W  F ,0110 - 0200pm,CHAM 2130,9,0,9,COMP,"W,1,H"
60557,WRI 101-E,Denial & the Holocaust,McQuinn I, M  W  F ,0220 - 0310pm, ,9,0,9,COMP,"W,1,O"
60558,WRI 101-F,Imagining Africa ,Wiemers A, M  W  F ,1050 - 1140am, ,9,0,9,COMP,"W,1,O"
60559,WRI 101-G,Here I Stand,Krentz P, M  W  F ,1200 - 1250pm, ,9,0,9,COMP,"W,1,O"
60560,WRI 101-H,Vicious Ignorance,Busch K, M  W  F ,0220 - 0310pm, ,9,0,9,COMP,"W,1,O"
60561,WRI 101-I,Freedom of Speech,McKeever S, M  W  F ,1050 - 1140am, ,9,0,9,COMP,"W,1,O"
60562,WRI 101-J,Does Democracy Matter?,Layman D,  T  R  ,0110 - 0225pm, ,9,0,9,COMP,"W,1,O"
60563,WRI 101-K,Discourses of the Dispossessed,Hillard V,  T  R  ,0950 - 1105am, ,9,0,9,COMP,"W,1,O"
60564,WRI 101-L,Discourses of the Dispossessed,Hillard V,  T  R  ,1135 - 1250pm, ,9,0,9,COMP,"W,1,O"
60565,WRI 101-M,Bad Art,Rippeon A, M  W  F ,0940 - 1030am, ,9,0,9,COMP,"W,1,O"
60566,WRI 101-N,Religion and Violence,Blum J, M  W  F ,0110 - 0200pm, ,9,0,9,COMP,"W,1,O"
60567,WRI 101-O,Leadership in the Era of #BLM,Mahoney A,  T  R  ,1135 - 1250pm, ,9,0,9,COMP,"W,1,O"
60568,WRI 101-P,Ain't What It Used to Be,Kaliski S,  T  R  ,0110 - 0225pm, ,9,0,9,COMP,"W,1,O"
60569,WRI 210-0,Rhetorics of Gender&Sexuality,Horowitz K,  T  R  ,0950 - 1105am, ,16,0,16,JEC LTRQ,O
60570,WRI 250-0,Smart Writing in Public Sphere,Blum J, M  W  F ,0940 - 1030am, ,16,0,16,LTRQ,O
60571,XPL 199-A,Entre- and Intra-preneurship,Heyer L,     F ,0110 - 0400pm, ,16,0,16,NONE,"PRM,O"
60572,XPL 199-B,Community Engagement ,Riemer S,     F ,0110 - 0400pm, ,16,0,16,NONE,"PRM,O"
60573,XPL 199-C,Global Citizenship,Zimmerman J,  T    ,0700 - 0950pm, ,16,0,16,NONE,"PRM,O"
